Date,APPLE Adj Close, Return (%)
4/2/2008,131.65,-1.570093458
5/2/2008,129.36,-1.739460691
6/2/2008,122,-5.689548547
7/2/2008,121.24,-0.62295082
8/2/2008,125.48,3.497195645
11/2/2008,129.45,3.163850813
12/2/2008,124.86,-3.545770568
13/2/2008,129.4,3.636072401
14/2/2008,127.46,-1.499227202
15/2/2008,124.63,-2.220304409
19/2/2008,122.18,-1.965818824
20/2/2008,123.82,1.342281879
21/2/2008,121.54,-1.841382652
22/2/2008,119.46,-1.711370742
25/2/2008,119.74,0.23438808
26/2/2008,119.15,-0.492734258
27/2/2008,122.96,3.197650021
28/2/2008,129.91,5.652244632
29/2/2008,125.02,-3.764144408
3/3/2008,121.73,-2.631578947
4/3/2008,124.62,2.374106629
5/3/2008,124.49,-0.104317124
6/3/2008,120.93,-2.859667443
7/3/2008,122.25,1.091540561
10/3/2008,119.69,-2.09406953
11/3/2008,127.35,6.399866321
12/3/2008,126.03,-1.036513545
13/3/2008,127.94,1.51551218
14/3/2008,126.61,-1.039549789
17/3/2008,126.73,0.094779243
18/3/2008,132.82,4.805491991
19/3/2008,129.67,-2.371630778
20/3/2008,133.27,2.776278245
24/3/2008,139.53,4.697231185
25/3/2008,140.98,1.039203039
26/3/2008,145.06,2.894027522
27/3/2008,140.25,-3.315869295
28/3/2008,143.01,1.967914439
31/3/2008,143.5,0.342633382
1/4/2008,149.53,4.202090592
2/4/2008,147.49,-1.364274727
3/4/2008,151.61,2.793409723
4/4/2008,153.08,0.969593035
7/4/2008,155.89,1.835641495
8/4/2008,152.84,-1.956507794
9/4/2008,151.44,-0.915990578
10/4/2008,154.55,2.053618595
11/4/2008,147.14,-4.794564866
14/4/2008,147.78,0.434959902
15/4/2008,148.38,0.406008932
16/4/2008,153.7,3.585388866
17/4/2008,154.49,0.513988289
18/4/2008,161.04,4.239756619
21/4/2008,168.16,4.421261798
22/4/2008,160.2,-4.73358706
23/4/2008,162.89,1.679151061
24/4/2008,168.94,3.714162932
25/4/2008,169.73,0.467621641
28/4/2008,172.24,1.478819301
29/4/2008,175.05,1.631444496
30/4/2008,173.95,-0.628391888
1/5/2008,180,3.478010923
2/5/2008,180.94,0.522222222
5/5/2008,184.73,2.094617
6/5/2008,186.66,1.04476804
7/5/2008,182.59,-2.180435016
8/5/2008,185.06,1.352757544
9/5/2008,183.45,-0.869988112
12/5/2008,188.16,2.567457073
13/5/2008,189.96,0.956632653
14/5/2008,186.26,-1.94777848
15/5/2008,189.73,1.862987222
16/5/2008,187.62,-1.112106678
19/5/2008,183.6,-2.142628718
20/5/2008,185.9,1.252723312
21/5/2008,178.19,-4.14739107
22/5/2008,177.05,-0.639766541
23/5/2008,181.17,2.327026264
27/5/2008,186.43,2.903350444
28/5/2008,187.01,0.311108727
29/5/2008,186.69,-0.171113844
30/5/2008,188.75,1.103433499
2/6/2008,186.1,-1.40397351
3/6/2008,185.37,-0.392262225
4/6/2008,185.19,-0.097103091
5/6/2008,189.43,2.289540472
6/6/2008,185.64,-2.000739059
9/6/2008,181.61,-2.170868347
10/6/2008,185.64,2.219040802
11/6/2008,180.81,-2.601809955
12/6/2008,173.26,-4.175654001
13/6/2008,172.37,-0.513678864
16/6/2008,176.84,2.593258688
17/6/2008,181.43,2.595566614
18/6/2008,178.75,-1.477153723
19/6/2008,180.9,1.202797203
20/6/2008,175.27,-3.112216694
23/6/2008,173.16,-1.203856906
24/6/2008,173.25,0.051975052
25/6/2008,177.39,2.38961039
26/6/2008,168.26,-5.14685157
27/6/2008,170.09,1.08760252
30/6/2008,167.44,-1.557998707
1/7/2008,174.68,4.323936933
2/7/2008,168.18,-3.721089993
3/7/2008,170.12,1.153525984
7/7/2008,175.16,2.962614625
8/7/2008,179.55,2.506279973
9/7/2008,174.25,-2.951824004
10/7/2008,176.63,1.365853659
11/7/2008,172.58,-2.292928721
14/7/2008,173.88,0.753273844
15/7/2008,169.64,-2.438463308
16/7/2008,172.81,1.868663051
17/7/2008,171.81,-0.578670216
18/7/2008,165.15,-3.876375065
21/7/2008,166.29,0.690281562
22/7/2008,162.02,-2.567803235
23/7/2008,166.26,2.616960869
24/7/2008,159.03,-4.34861061
25/7/2008,162.12,1.943029617
28/7/2008,154.4,-4.761904762
29/7/2008,157.08,1.735751295
30/7/2008,159.88,1.782531194
31/7/2008,158.95,-0.581686265
1/8/2008,156.66,-1.440704624
4/8/2008,153.23,-2.18945487
5/8/2008,160.64,4.83586765
6/8/2008,164.19,2.209910359
7/8/2008,163.57,-0.377611304
8/8/2008,169.55,3.655927126
11/8/2008,173.56,2.365084046
12/8/2008,176.73,1.826457709
13/8/2008,179.3,1.454195666
14/8/2008,179.32,0.01115449
15/8/2008,175.74,-1.996430961
18/8/2008,175.39,-0.199157847
19/8/2008,173.53,-1.060493757
20/8/2008,175.84,1.331181928
21/8/2008,174.29,-0.881483167
22/8/2008,176.79,1.434390958
25/8/2008,172.55,-2.398325697
26/8/2008,173.64,0.631700956
27/8/2008,174.67,0.593181295
28/8/2008,173.74,-0.532432587
29/8/2008,169.53,-2.423161045
2/9/2008,166.19,-1.970152775
3/9/2008,166.96,0.46332511
4/9/2008,161.22,-3.437949209
5/9/2008,160.18,-0.645081255
8/9/2008,157.92,-1.410912723
9/9/2008,151.68,-3.951367781
10/9/2008,151.61,-0.046149789
11/9/2008,152.65,0.685970582
12/9/2008,148.94,-2.430396331
15/9/2008,140.36,-5.76070901
16/9/2008,139.88,-0.341977771
17/9/2008,127.83,-8.614526737
18/9/2008,134.09,4.897128999
19/9/2008,140.91,5.086136177
22/9/2008,131.05,-6.99737421
23/9/2008,126.84,-3.212514308
24/9/2008,128.71,1.474298329
25/9/2008,131.93,2.501748116
26/9/2008,128.24,-2.79693777
29/9/2008,105.26,-17.91952589
30/9/2008,113.66,7.980239407
1/10/2008,109.12,-3.994369171
2/10/2008,100.1,-8.266129032
3/10/2008,97.07,-3.026973027
6/10/2008,98.14,1.102297311
7/10/2008,89.16,-9.150193601
8/10/2008,89.79,0.706594886
9/10/2008,88.74,-1.169395256
10/10/2008,96.8,9.082713545
13/10/2008,110.26,13.90495868
14/10/2008,104.08,-5.604933793
15/10/2008,97.95,-5.889700231
16/10/2008,101.89,4.022460439
17/10/2008,97.4,-4.406713122
20/10/2008,98.44,1.067761807
21/10/2008,91.49,-7.060138155
22/10/2008,96.87,5.88042409
23/10/2008,98.23,1.403943429
24/10/2008,96.38,-1.88333503
27/10/2008,92.09,-4.45113094
28/10/2008,99.91,8.491692909
29/10/2008,104.55,4.644179762
30/10/2008,111.04,6.207556193
31/10/2008,107.59,-3.106988473
3/11/2008,106.96,-0.585556278
4/11/2008,110.99,3.76776365
5/11/2008,103.3,-6.928552122
6/11/2008,99.1,-4.065827686
7/11/2008,98.24,-0.867810293
10/11/2008,95.88,-2.40228013
11/11/2008,94.77,-1.157697121
12/11/2008,90.12,-4.906616018
13/11/2008,96.44,7.012871727
14/11/2008,90.24,-6.42886769
17/11/2008,88.14,-2.32712766
18/11/2008,89.91,2.008168822
19/11/2008,86.29,-4.026248471
20/11/2008,80.49,-6.721520454
21/11/2008,82.58,2.59659585
24/11/2008,92.95,12.55751998
25/11/2008,90.8,-2.313071544
26/11/2008,95,4.625550661
28/11/2008,92.67,-2.452631579
1/12/2008,88.93,-4.035826049
2/12/2008,92.47,3.980658945
3/12/2008,95.9,3.709311128
4/12/2008,91.41,-4.681960375
5/12/2008,94,2.833388032
8/12/2008,99.72,6.085106383
9/12/2008,100.06,0.340954673
10/12/2008,98.21,-1.848890666
11/12/2008,95,-3.268506262
12/12/2008,98.27,3.442105263
15/12/2008,94.75,-3.581968047
16/12/2008,95.43,0.7176781
17/12/2008,89.16,-6.570260924
18/12/2008,89.43,0.30282638
19/12/2008,90,0.63737001
22/12/2008,85.74,-4.733333333
23/12/2008,86.38,0.746442734
24/12/2008,85.04,-1.55128502
26/12/2008,85.81,0.905456256
29/12/2008,86.61,0.932292274
30/12/2008,86.29,-0.369472347
31/12/2008,85.35,-1.089349867
2/1/2009,90.75,6.326889279
5/1/2009,94.58,4.220385675
6/1/2009,93.02,-1.649397336
7/1/2009,91.01,-2.160825629
8/1/2009,92.7,1.856938798
9/1/2009,90.58,-2.286947141
12/1/2009,88.66,-2.119673217
13/1/2009,87.71,-1.071509136
14/1/2009,85.33,-2.71348763
15/1/2009,83.38,-2.285245517
16/1/2009,82.33,-1.259294795
20/1/2009,78.2,-5.016397425
21/1/2009,82.83,5.920716113
22/1/2009,88.36,6.676325003
23/1/2009,88.36,0
26/1/2009,89.64,1.448619285
27/1/2009,90.73,1.215975011
28/1/2009,94.2,3.824534333
29/1/2009,93,-1.27388535
30/1/2009,90.13,-3.086021505
2/2/2009,91.51,1.531121713
3/2/2009,92.98,1.606381816
4/2/2009,93.55,0.613035061
5/2/2009,96.46,3.110636024
6/2/2009,99.72,3.379639229
9/2/2009,102.51,2.797833935
10/2/2009,97.83,-4.565408253
